vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id,index,uid,new_id
12,P115,WP Kuala Lumpur,Batu,Y.B. Tuan,Chua Tian Chang,1964,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P115-BATU.jpg,,1074,,2789,66
12,P116,WP Kuala Lumpur,Wangsa Maju,Y.B. Tuan,Wee Choo Keong,1953,male,chinese,PKR > BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P116-WGSMAJU.jpg,,937,706,1804,17
12,P117,WP Kuala Lumpur,Segambut,Y.B. Tuan,Lim Lip Eng,1972,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P117-SEGAMBUT.jpg,,1170,,3456,177
12,P118,WP Kuala Lumpur,Setiawangsa,Y.B. Dato' Sri Haji,Zulhasnan bin Rafique,1955,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/SETIAWANGSA.JPG,,993,896,3457,178
12,P119,WP Kuala Lumpur,Titiwangsa,Y.B. Dr. (Meninggal Dunia),Lo' Lo' binti Hj Mohamad Ghazali,1958,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P119-TITIWANGSA.jpg,death,1173,,3460,179
12,P119,WP Kuala Lumpur,Titiwangsa,,,,,,PAS,,,,kosong,9999999,,9999999,579
12,P120,WP Kuala Lumpur,Bukit Bintang,Y.B. Tuan,Fong Kui Lun,1946,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P120-BKTBINTANG.jpg,,258,649,2128,29
12,P121,WP Kuala Lumpur,Lembah Pantai,Y.B. Puan,Nurul Izzah binti Anwar,1980,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P121-LMBHPANTAI.jpg,,1277,,3464,180
12,P122,WP Kuala Lumpur,Seputeh,Y.B. Puan,Teresa Kok Suh Sim,1964,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P122-SEPUTEH1.jpg,,883,889,2769,64
12,P123,WP Kuala Lumpur,Cheras,Y.B. Tuan,Tan Kok Wai,1957,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P123-CHERAS.jpg,,866,619,1825,18
12,P124,WP Kuala Lumpur,Bandar Tun Razak,Y.B. Tan Sri Dato' Seri,Abd Khalid bin Ibrahim,1947,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P124-BDRTUNRAZAK.jpg,,999,,3467,181
12,P125,WP Putrajaya,Putrajaya,Y.B. Datuk Seri,Tengku Adnan bin Tengku Mansor,1951,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P125-PUTRAJAYA3.jpg,,96,808,3468,182
12,P126,Negeri Sembilan,Jelebu,Y.B. Dato' Seri Utama Dr.,Rais Bin Yatim,1943,male,bumiputera,BN - UMNO,"Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P126-JELEBU1.jpg,,735,372,991,5
12,P127,Negeri Sembilan,Jempol,Y.B. Dato',Lilah bin Yasin,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P127-JEMPOL.jpg,,1168,,3470,183
12,P128,Negeri Sembilan,Seremban,Y.B Tuan,John a/l Fernandez,1942,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P128-SEREMBAN.jpg,,1132,,3473,184
12,P129,Negeri Sembilan,Kuala Pilah,Y.B. Dato' Haji,Hasan bin Malek,1946,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P129-KUALAPILAH.jpg,,298,928,3474,185
12,P130,Negeri Sembilan,Rasah,Y.B. Tuan,Loke Siew Fook,1977,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/siewfook.jpg,,1174,,3477,186
12,P131,Negeri Sembilan,Rembau,Y.B. Tuan,Khairy Jamaluddin,1976,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P131-REMBAU.jpg,,1150,,3478,187
12,P132,Negeri Sembilan,Telok Kemang,Y.B. Dato',Kamarul Baharin bin Abbas,1948,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P132-TELUKKEMANG.jpg,,1142,,3480,188
12,P133,Negeri Sembilan,Tampin,Y.B. Datuk Seri,Shaziman bin Abu Mansor,1964,male,bumiputera,BN - UMNO,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P133-TAMPIN.jpg,,811,882,2778,65
12,P134,Melaka,Masjid Tanah,Y.B. Datuk Wira,Abu Seman bin Haji Yusop,1944,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/abu.seman.yusop[1].jpg,,90,717,3483,189
12,P135,Melaka,Alor Gajah,Y.B. Tan Sri Dr.,Fong Chan Onn,1944,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/fong.chang.onn[1].jpg,,257,648,2471,50
12,P136,Melaka,Tangga Batu,Y.B. Datuk Wira Ir. Haji,Idris bin Haji Haron,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P136-TANGGABATU.jpg,,342,933,3487,190
12,P137,Melaka,Bukit katil,Y.B. Datuk,Md Sirat bin Abu,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P137-BKTKATIL.jpg,,1193,,3488,191
12,P138,Melaka,Kota Melaka,Y.B. Tuan,Sim Tong Him,1949,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P138-KMELAKA.jpg,,1330,,3489,192
12,P139,Melaka,Jasin,Y.B. Datuk Wira Haji,Ahmad bin Haji Hamzah,1949,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P139-JASIN.jpg,,1016,,3491,193
12,P140,Johor,Segamat,Y.B. Datuk Seri Dr.,S. Subramaniam,1953,male,indian,BN - MIC,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2010/subramaniam[1].jpg,,770,378,985,4
12,P141,Johor,Sekijang,Y.B. Datuk Haji,Baharum bin Haji Mohamed,1957,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P141-SEKIJANG.jpg,,165,913,3492,194
12,P142,Johor,Labis,Y.B. Datuk,Chua Tee Yong,1977,male,chinese,BN - MCA,Timbalan Menteri Pertanian Dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P142-LABIS.jpg,,1073,,3493,195
12,P143,Johor,Pagoh,Y.A.B. Tan Sri Dato' Haji,Muhyiddin bin Mohd. Yassin,1947,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri Dan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/TPM.jpg,,642,438,2797,67
12,P144,Johor,Ledang,Y.B. Tuan Ir. Haji,Hamim bin Samuri,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P144-LEDANG.jpg,,283,927,3153,87
12,P145,Johor,Bakri,Y.B. Tuan,Er Teck Hwa,1973,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P145-BAKRI.jpg,,1084,,3497,196
12,P146,Johor,Muar,Y.B. Dato',Razali bin Haji Ibrahim,1971,male,bumiputera,BN - UMNO,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P146-MUAR2.jpg,,749,968,3498,197
12,P147,Johor,Parit Sulong,Y.B. Dato',Noraini binti Ahmad,1967,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P147-PARITSULONG.jpg,,1273,,3501,198
12,P148,Johor,Ayer Hitam,Y.B. Datuk Ir. Dr.,Wee Ka Siong,1968,male,chinese,BN - MCA,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P148-AIRHITAM1.jpg,,939,989,3502,199
12,P149,Johor,Sri Gading,Y.B. Datuk Haji,Mohamad bin Haji Aziz,1941,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P149-SRIGADING.jpg,,528,851,3505,200
12,P150,Johor,Batu Pahat,Y.B. Dr. Haji,Mohd Puad bin Zarkashi,1958,male,bumiputera,BN - UMNO,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P150-BATUPAHAT.jpg,,1227,,3506,201
12,P151,Johor,Simpang Renggam,Y.B. Tuan,Liang Teck Meng,1972,male,chinese,BN - GERAKAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P151-SPGRENGGAM.jpg,,1164,,3507,202
12,P152,Johor,Kluang,Y.B. Dato' Dr.,Hou Kok Chung,1963,male,chinese,BN - MCA,Timbalan Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P152-KLUANG.jpg,,1110,,3509,203
12,P153,Johor,Sembrong,Y.B. Dato' Seri,Hishammuddin bin Tun Hussein,1961,male,bumiputera,BN - UMNO,Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P153-SEMBRONG.jpg,,319,742,3510,204
12,P154,Johor,Mersing,Y.B. Datuk Dr. Haji,Abdul Latiff bin Ahmad,1959,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P154-MERSING2.jpg,,39,804,3512,205
12,P155,Johor,Tenggara,Y.B. Datuk,Halimah binti Mohd Sadique,1962,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P155-TENGGARA.jpg,,1097,,3515,206
12,P156,Johor,Kota Tinggi,Y.B. Tan Sri Datuk Seri,Syed Hamid bin Syed Jaafar Albar,1944,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P156-KOTATINGGI2.jpg,,843,700,3516,207
12,P157,Johor,Pengerang,Y.B. Dato' Sri,Azalina Dato' Othman Said,1964,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/azalina.othman[1].jpg,,154,911,3518,208
12,P158,Johor,Tebrau,Y.B. Tuan,Teng Boon Soon,1942,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P158-TEBRAU2.jpg,,878,983,3520,209
12,P159,Johor,Pasir Gudang,Y.B. Dato' Seri,Mohamed Khaled bin Haji Nordin,1959,male,bumiputera,BN - UMNO,Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohamed.khaled.nordin[1].jpg,,556,765,2187,30
12,P160,Johor,Johor Bahru,Y.B. Tan Sri Datuk Seri,Shahrir bin Abdul Samad,1950,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/JOHORBAHRU.JPG,,805,447,3522,210
12,P161,Johor,Pulai,Y.B. Datuk,Nur Jazlan bin Mohamad,1966,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P161-PULAI2.jpg,,682,964,3524,211
12,P162,Johor,Gelang Patah,Y.B. Puan,Tan Ah Eng,1956,female,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P162-GLPATAH.jpg,,858,981,3186,88
12,P163,Johor,Kulai,Y.B. Tan Sri,Ong Ka Ting,1957,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ong.ka.ting.jpg,,686,688,2190,31
12,P164,Johor,Pontian,Y.B. Datuk Haji,Ahmad bin Haji Maslan,1966,male,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P164-PONTIAN.jpg,,1017,,3527,212
12,P165,Johor,Tanjong Piai,Y.B. Datuk,Wee Jeck Seng,1964,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P165-TANJGPIAI.jpg,,1370,,3529,213
12,P166,WP Labuan,Labuan,Y.B. Datuk Haji,Yussof bin Haji Mahal,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P166-LABUAN.jpg,,1392,,3530,214
12,P167,Sabah,Kudat,Y.B. Datuk Haji,Abd Rahim bin Bakri,1961,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P167-KUDAT1.jpg,,45,902,3533,215
12,P168,Sabah,Kota Marudu,Y.B. Datuk Seri Panglima Dr.,Maximus @ Johnity Ongkili,1954,male,bumiputera,BN - PBS,"Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/KOTAMARUDU.JPG,,519,762,3537,216
12,P169,Sabah,Kota Belud,Y.B. Dato' Haji,Abdul Rahman bin Haji Dahlan,1966,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P169-KOTABELUD.jpg,,1005,,3538,217
12,P170,Sabah,Tuaran,Y.B. Datuk Seri Panglima,Wilfred Mojilip Bumburing,1952,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P170-TUARAN.jpg,,1372,,3541,218
12,P171,Sabah,Sepanggar,Y.B. Datuk,Enchin bin Majimbun @ Eric,1950,male,bumiputera,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P171-SEPANGGAR1.jpg,,1083,,3544,219
12,P172,Sabah,Kota Kinabalu,Y.B. Tuan Dr.,Hiew King Cheu,1952,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P172-KTKINABALU.jpg,,1109,,3203,89
12,P173,Sabah,Putatan,Y.B. Datuk Dr.,Makin @ Marcus Mojigoh,1953,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P173-PUTATAN.jpg,,506,944,3547,220
12,P174,Sabah,Penampang,Y.B. Tan Sri,Bernard Giluk Dompok,1950,male,bumiputera,BN - UPKO,"Menteri Perusahaan, Perladangan Dan Komoditi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/bernard.giluk.dompok.jpg,,170,548,1898,22
12,P175,Sabah,Papar,Y.B. Datuk,Rosnah binti Haji Abdul Rashid Shirlin,1973,female,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P175-PAPAR.jpg,,761,971,3554,221
12,P176,Sabah,Kimanis,Y.B. Dato' Sri,Anifah bin Haji Aman,1954,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P176-KIMANIS1.jpg,,139,813,3558,222
12,P177,Sabah,Beaufort,Y.B. Datuk Seri Panglima Haji,Lajim bin Haji Ukin,1956,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P177-BEAUFORT.jpg,,1158,,3562,223
12,P178,Sabah,Sipitang,Y.B. Datuk,Sapawi bin Haji Amat Wasali @ Ahmad,1955,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P178-SIPITANG.jpg,,1316,,3563,224
12,P179,Sabah,Ranau,Y.B. Datuk,Siringan bin Gubat,1950,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P179-RANAU.jpg,,1332,,3565,225
12,P180,Sabah,Keningau,Y.B. Datuk Seri Panglima,Joseph Pairin Kitingan,1941,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P180-KENINGAU1.jpg,,384,563,1895,21
12,P181,Sabah,Tenom,Y.B. Datuk,Raime Unggi,1970,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P181-TENOM.jpg,,734,966,3572,227
12,P182,Sabah,Pensiangan,Y.B. Tan Sri Datuk Seri Panglima,Joseph Kurup,1945,male,bumiputera,BN - PBRS,Timbalan Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P182-PENSIANGAN.jpg,,1135,,3573,228
12,P183,Sabah,Beluran,Y.B. Datuk,Ronald Kiandee,1961,male,bumiputera,BN - UMNO,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P183-BELURAN.jpg,,759,876,2857,68
12,P184,Sabah,Libaran,Y.B. Datuk,Juslie Ajirol,1954,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P184-LIBARAN.jpg,,391,833,3226,91
12,P185,Sabah,Batu Sapi,Y.B. Datin,Linda Tsen Thau Lin,1957,male,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Linda Tsen Thau Lin.jpg,,1171,,3922,326
12,P186,Sabah,Sandakan,Y.B. Datuk,Liew Vui Keong,1960,male,chinese,BN - LDP,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P186-SANDAKAN.jpg,,1167,,3581,229
12,P187,Sabah,Kinabatangan,Y.B. Datuk,Bung Moktar bin Radin,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P187-KINABATANGAN1.jpg,,177,915,2861,69
12,P188,Sabah,Silam,Y.B. Tuan Haji,Salleh bin Kalbi,1965,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P188-SILAM.jpg,,1313,,3583,230
12,P189,Sabah,Semporna,Y.B. Dato' Seri Haji,Mohd Shafie bin Hj. Apdal,1957,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohd.shafie.apdal[1].jpg,,589,767,3585,231
12,P190,Sabah,Tawau,Y.B. Datuk,Chua Soon Bui,1955,female,chinese,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P190-TAWAU.jpg,,225,733,2550,52
12,P191,Sabah,Kalabakan,Y.B. Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P191-KALABAKAN1.jpg,,23,901,3238,92
12,P192,Sarawak,Mas Gading,Y.B. Datuk Dr.,Tekhee @Tiki anak Lafe,1953,male,bumiputera,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P192-MASGADING.jpg,,877,888,3591,233
12,P193,Sarawak,Santubong,Y.B. Datuk Dr. Haji,Wan Junaidi bin Tuanku Jaafar,1946,male,bumiputera,BN - PBB,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P193-SANTUBONG.jpg,,926,705,2242,36
12,P194,Sarawak,Petra Jaya,Y.B. Datuk Haji,Fadilah bin Haji Yusof,1962,male,bumiputera,BN - PBB,"Timbalan Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P194-PETRAJAYA1.jpg,,249,924,3242,93
12,P195,Sarawak,Bandar Kuching,Y.B. Tuan,Chong Chieng Jen,1971,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P195-BDRKUCHING.jpg,,215,918,2874,70
12,P196,Sarawak,Stampin,Y.B. Dato',Yong Khoon Hian @ Yong Khoon Seng,1942,male,chinese,BN - SUPP,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P196-STAMPIN.jpg,,967,710,2232,34
12,P197,Sarawak,Kota Samarahan,Y.B. Dato' Sri,Sulaiman Abdul Rahman Taib,1969,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P197-KOTASEMARAHAN.jpg,,1344,,3598,234
12,P198,Sarawak,Mambong,Y.B. Dato' Dr.,James Dawos Mamit,1949,male,bumiputera,BN - PBB,Timbalan Menteri Pelancongan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P198-MAMBONG.jpg,,364,831,3599,235
12,P199,Sarawak,Serian,Y.B. Datuk,Richard Riot Anak Jaem,1952,male,bumiputera,BN - SUPP,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P199-SERIAN.jpg,,754,694,2236,35
12,P200,Sarawak,Batang Sadong,Y.B. Puan Hajah,Nancy binti Haji Shukri,1961,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P200-BTGSADONG.jpg,,1254,,3603,236
12,P201,Sarawak,Batang Lupar,Y.B. Datuk Hajah,Rohani binti Haji Abd. Karim,1955,female,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P201-BTGLUPAR.jpg,,758,696,2230,33
12,P202,Sarawak,Sri Aman,Y.B. Tuan,Masir Anak Kujat,1955,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P202-SRIAMAN.jpg,,1188,,3607,237
12,P203,Sarawak,Lubok Antu,Y.B. Tuan,William @ Nyallau Badak,1951,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P203-LUBOKANTU.jpg,,1373,,3609,238
12,P204,Sarawak,Betong,Y.B. Dato Sri,Douglas Uggah Embas,1956,male,bumiputera,BN - PBB,Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P204-BETONG2.jpg,,237,553,3254,94
12,P205,Sarawak,Saratok,Y.B. Tuan,Jelaing Anak Mersat,1949,male,bumiputera,BN - SPDP,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P205-SARATOK1.jpg,,374,937,3610,239
12,P206,Sarawak,Tanjong Manis,Y.B. Datuk Hajjah,Norah binti Abdul Rahman,1960,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P206-TANJONGMANIS.jpg,,1272,,3612,240
12,P207,Sarawak,Igan,Y.B. Datuk Haji,Abdul Wahab bin Haji Dolah,1951,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P207-IGAN.jpg,,70,905,3613,241
12,P208,Sarawak,Sarikei,Y.B. Tuan,Ding Kuong Hiing,1955,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P208-SARIKEI.jpg,,1078,,3615,242
12,P209,Sarawak,Julau,Y.B. Dato',Joseph Salang Anak Gandum,1950,male,bumiputera,BN - PRS,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P209-JULAU.jpg,,385,832,2894,71
12,P210,Sarawak,Kanowit,Y.B. Datuk,Aaron Ago Anak Dagang,1959,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P210-KANOWIT.jpg,,3,897,3265,95
12,P211,Sarawak,Lanang,Y.B. Datuk,Tiong Thai King,1946,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P211-LANANG.jpg,,897,788,2574,53
12,P212,Sarawak,Sibu,Y.B. Tuan,Wong Ho Leng,1960,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Wong Ho Leng.jpg,,1379,,1965,24
12,P212,Sarawak,Sibu,Datuk,Robert Lau Hoi Chew,,male,chinese,BN - SUPP,,,,death,756,695,2258,38
12,P213,Sarawak,Mukah,Y.B. Dato' Sri Dr.,Muhammad Leo Micheal Toyad Abdullah,1950,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P213-MUKAH.jpg,,1247,,1644,11
12,P214,Sarawak,Selangau,Y.B. Datuk,Joseph Entulu Anak Belaun,1955,male,bumiputera,BN - PRS,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P214-SELANGAU.jpg,,382,752,3270,96
12,P215,Sarawak,Kapit,Y.B. Datuk,Alexander Nanta Linggi,1958,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P215-KAPIT.jpg,,126,811,2903,72
12,P216,Sarawak,Hulu Rajang,Y.B. Datuk,Billy Abit Joo,1950,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P216-HLRAJANG.jpg,,173,641,2265,39
12,P217,Sarawak,Bintulu,Y.B. Dato' Seri,Tiong King Sing,1962,male,chinese,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P217-BINTULU.jpg,,896,891,3622,243
12,P218,Sarawak,Sibuti,Y.B. Tuan Haji,Ahmad Lai bin Bujang,1950,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P218-SIBUTI.jpg,,1028,,3624,244
12,P219,Sarawak,Miri,Y.B. Dato' Sri,Peter Chin Fah Kui,1946,male,bumiputera,BN - SUPP,"Menteri Tenaga, Teknologi Hijau Dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P219-MIRI.jpg,,712,606,2273,40
12,P220,Sarawak,Baram,Y.B. Dato',Jacob Dungau Sagan,1947,male,bumiputera,BN - SPDP,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P220-BARAM.jpg,,360,749,2586,54
12,P221,Sarawak,Limbang,Y.B. Tuan Haji,Hasbi bin Habibollah,1963,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P221-LIMBANG.jpg,,1104,,3627,246
12,P222,Sarawak,Lawas,Y.B. Dato',Henry Sum Agong,1946,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P222-LAWAS.jpg,,313,828,2912,73
12,,,,Tan Sri Datuk Seri Panglima,Pandikar Amin Haji Mulia,1955,male,bumiputera,,,YANG DIPERTUA DEWAN RAKYAT,https://www.parlimen.gov.my/images/webuser/ahli/2010/ydp.jpg,,1287,,9999991,574
12,,,,Datuk,Roosme Hamzah,,female,bumiputera,,,Setiausaha Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/stu-dr.jpg,,1301,,9999992,575
13,P001,Perlis,Padang Besar,YB Datuk,Zahidi Bin Zainul Abidin,1961,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P001.jpg,,1395,,3630,247
13,P002,Perlis,Kangar,YB Ir.,Shaharuddin Bin Ismail,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P002.jpg,,1322,,3633,248
13,P003,Perlis,Arau,YB Dato' Seri Dr.,Shahidan Bin Kassim,1951,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P003.jpg,,1324,,1665,13
13,P004,Kedah,Langkawi,YB Dato' Ir.,Nawawi Bin Ahmad,1961,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P004.jpg,,1257,,3635,249
