vol,author,birth_year,sex,ethnicity,party,negeri,area,kod_kawasan,exec_posts,service_posts,author_id,start_date,end_date
13,ISA BIN AB. HAMID,,male,bumiputera,Wakil Masyarakat Orang Asli,TIADA,,,,,20814,2016-04-18,2019-04-17
15,ISAIAH A/L D.JACOB,,male,indian,PKR,TIADA,,,,Ahli Dewan Negara,20815,2023-03-20,2026-03-19
13,JAMILAH @ HALIMAH BINTI SULAIMAN,,female,bumiputera,BN - PBS,TIADA,,,,,20832,2012-11-07,2015-11-06
12,JAMILAH@HALIMAH BINTI SULAIMAN,,female,bumiputera,BN - PBS,TIADA,,,,,20832,2012-11-07,2015-11-06
12,JASPAL SINGH A/L GURBAKHES SINGH,,male,indian,BN - MIC,TIADA,,,,,20833,2011-11-02,2014-11-01
14,JAZIRI ALKAF ABDILLAH SUFFIAN,,male,bumiputera,BERSATU,TIADA,,,,Ahli Dewan Negara,20834,2020-12-21,2023-12-20
14,JEFRIDIN BIN ATAN,,male,bumiputera,UMNO,Johor,,,,,20836,2020-09-13,2023-09-12
12,JOHARI BIN MAT,,male,bumiputera,PAS,Kelantan,,,,,20840,2011-07-07,2014-07-06
13,JOHN AMBROSE,,male,bumiputera,BN - UMNO,TIADA,,,,,20841,2018-01-16,2021-01-15
14,JOHN AMBROSE,,male,bumiputera,BERSATU,TIADA,,,,Ahli Dewan Negara,20841,2018-01-16,2021-01-15
14,JUDIET BINTI FIDILIS @ NORAINI BINTI IDRIS,,female,bumiputera,BN - UMNO,Sabah,,,,Ahli Dewan Negara,20847,2021-12-10,2024-12-09
14,JUHANIS BINTI ABD AZIZ,,female,bumiputera,UMNO,Pahang,,,,Ahli Dewan Negara,20848,2021-08-25,2024-08-24
12,KADZIM BIN M.YAHYA,,male,bumiputera,BN - UMNO,Sabah,,,,,20856,2011-12-22,2014-12-21
14,KESAVADAS A/L  A. ACHYUTHAN NAIR,,male,indian,DAP,Negeri Sembilan,,,,Ahli Dewan Negara,20864,2019-03-20,2022-03-19
15,KESAVADAS A/L A. ACHYUTHAN NAIR,,male,indian,DAP,Negeri Sembilan,,,,Ahli Dewan Negara,20864,2019-03-20,2022-03-19
12,KHAIRIAH BINTI MOHAMED,,female,bumiputera,PAS,Kelantan,,,,,20865,2012-06-30,2015-06-29
13,KHAIRIAH BINTI MOHAMED,,female,bumiputera,PAS,Kelantan,,,,,20865,2012-06-30,2015-06-29
13,KHAIRUDIN BIN E.S. ABD SAMAD,,male,bumiputera,BN - UMNO,TIADA,,,,,20867,2013-10-07,2016-10-06
13,KHAIRUL AZWAN BIN HARUN,,male,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,20868,2016-12-07,2019-12-06
14,KOH NAI KWONG,,male,chinese,MCA,Melaka,,,,Ahli Dewan Negara,20875,2020-12-10,2023-12-09
15,KOH NAI KWONG,,male,chinese,MCA,Melaka,,,,Ahli Dewan Negara,20875,2020-12-10,2023-12-09
12,KOH TSU KOON,,male,chinese,BN - GERAKAN,TIADA,,,Menteri di Jabatan Perdana Menteri,,20876,2012-04-09,2015-04-08
13,LEE TIAN SING,,male,chinese,BN - MCA,Melaka,,,,,20887,2017-11-29,2020-11-28
12,LIHAN JOK,,male,chinese,BN - PBB,Sarawak,,,,,20891,2011-12-07,2014-12-06
12,LIM NGET YOON,,male,chinese,BN - MCA,Pahang,,,,,20897,2012-05-22,2015-05-21
13,LIM PAY HEN,,male,chinese,BN - MCA,Johor,,,,,20898,2017-12-04,2020-12-03
14,LIM PAY HEN,,male,chinese,MCA,Johor,,,,Ahli Dewan Negara,20898,2017-12-04,2020-12-03
15,LIM PAY HEN,,male,chinese,MCA,Johor,,,,Ahli Dewan Negara,20898,2017-12-04,2020-12-03
15,LINGESHWARAN A/L DATO' SERI R. ARUNASALAM,,male,indian,DAP,Pulau Pinang,,,,Ahli Dewan Negara,20900,2023-03-07,2026-03-06
15,LOW KIAN CHUAN,,male,chinese,PROFESIONAL,TIADA,,,,Ahli Dewan Negara,20905,2023-03-20,2026-03-19
12,LUCAS BIN UMBUL,,male,bumiputera,BN - UPKO,Sabah,,,,,20906,2012-12-10,2015-12-09
13,LUCAS BIN UMBUL,,male,bumiputera,BN - UPKO,Sabah,,,,,20906,2012-12-10,2015-12-09
12,MAGLIN A/L DENNIS D'CRUZ,,male,indian,BN - PPP,TIADA,,,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,20930,2010-06-02,2013-06-01
15,MANOLAN BIN MOHAMAD,,male,bumiputera,PKR,TIADA,,,,Ahli Dewan Negara,20939,2018-08-27,2021-08-26
12,MARIANY BINTI MOHAMMAD YIT,,female,bumiputera,BN - UMNO,TIADA,,,,,20942,2010-12-15,2013-12-14
12,MASHITAH BINTI IBRAHIM,,female,bumiputera,BN - UMNO,TIADA,,,Timbalan Menteri di Jabatan Perdana Menteri,,20945,2011-03-18,2014-03-17
12,MAZNAH BINTI MAZLAN,,female,bumiputera,BN - UMNO,TIADA,,,Timbalan Menteri Sumber Manusia,,20951,2011-04-18,2014-04-17
14,MD NASIR BIN HASHIM,,male,bumiputera,BERSATU,TIADA,,,,Ahli Dewan Negara,20952,2018-08-27,2021-08-26
13,MEGAT ZULKARNAIN BIN TAN SRI DATUK WIRA HAJI OMARDIN,,male,bumiputera,BN - UMNO,TIADA,,,,,20954,2013-10-07,2016-10-06
15,MICHAEL MUJAH LIHAN,,male,bumiputera,PBB,Sarawak,,,,Ahli Dewan Negara,20955,2023-12-11,2026-12-10
14,MOHAMAD ALI BIN HAJI MOHAMAD,,male,bumiputera,UMNO,Melaka,,,,Timbalan Yang di-Pertua Dewan Negara,20958,2020-05-11,2023-05-10
14,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,20959,2022-04-25,2025-04-24
15,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera,UMNO,TIADA,,,,Ahli Dewan Negara,20959,2022-04-25,2025-04-24
14,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera,BN - MIC,TIADA,,,,Ahli Dewan Negara,20966,2022-09-26,2025-09-25
15,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera,MIC,TIADA,,,,Ahli Dewan Negara,20966,2022-09-26,2025-09-25
13,MOHAN A/L THANGARASU,,male,bumiputera,BN - MIC,TIADA,,,,,20973,2017-11-16,2020-11-15
14,MOHD APANDI BIN MOHAMAD,,male,bumiputera,PAS,Kelantan,,,,,20975,2020-07-08,
15,MOHD HASBIE BIN MUDA,,male,bumiputera,PH - AMANAH,TIADA,,,,Ahli Dewan Negara,20980,2023-03-20,2026-03-19
15,MOHD HATTA BIN MD RAMLI,,male,bumiputera,PH - AMANAH,TIADA,,,,Ahli Dewan Negara,3333,2023-03-20,2026-03-19
14,MOHD HISAMUDIN BIN YAHAYA,,male,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,20984,2021-10-04,2024-10-03
12,MOHD KHALID BIN AHMAD,,male,bumiputera,BN - UMNO,Perlis,,,,,20991,2012-04-25,2015-04-24
15,MOHD NA'IM BIN MOKHTAR,,male,bumiputera,PROFESIONAL,TIADA,,,Menteri Agama,Menteri Agama,20993,2022-12-03,2025-12-02
13,MOHD NOR BIN HAJI MONUTTY,,male,bumiputera,PKR,Selangor,,,,,20999,2015-12-17,2018-12-16
14,MOHD RADZI BIN TAN SRI SHEIKH AHMAD,,male,bumiputera,BERSATU,TIADA,,,,,1663,2020-06-16,2023-06-15
13,MUHAMAD BIN MUSTAFA,,male,bumiputera,PAS,Kelantan,,,,,21013,2017-07-08,2020-07-07
12,MUHAMAD YUSOF BIN HUSIN,,male,bumiputera,PAS,Kedah,,,,,21012,2011-05-21,2014-05-20
12,MUHAMMAD OLIAN BIN ABDULLAH,,male,bumiputera,BN - UMNO,TIADA,,,,,21018,2012-12-10,2015-12-09
14,MUHAMMAD ZAHID BIN MD ARIP,,male,bumiputera,BERSATU,TIADA,,,,Ahli Dewan Negara,21019,2020-06-16,2023-06-15
15,MUJAHID BIN YUSOF,,male,bumiputera,PH - AMANAH,Perak,,,,Ahli Dewan Negara,21023,2023-05-25,2026-05-24
15,MUSODDAK BIN AHMAD,,male,bumiputera,PAS,Kedah,,,,Ahli Dewan Negara,21026,2023-03-20,2026-03-19
13,MUSTAPA KAMAL BIN MOHD YUSOFF,,male,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,21028,2016-12-07,2019-12-06
12,NALLAKARUPPAN A/L SOLAIMALAI,,male,indian,MIUP,TIADA,,,,,21038,2011-11-02,2014-11-01
14,NELSON A/L RENGANATHAN,,male,indian,BN - MIC,TIADA,,,,Ahli Dewan Negara,21044,2021-11-23,2024-11-22
15,NELSON W ANGANG,,male,bumiputera,UPKO,TIADA,,,,Ahli Dewan Negara,21043,2024-05-16,2027-05-15
13,NG CHIANG CHIN,,male,chinese,BN - GERAKAN,TIADA,,,,,21045,2014-09-10,2017-09-09
15,NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ,,male,bumiputera,PAS,Kelantan,,,,Ahli Dewan Negara,3663,2023-07-08,2026-07-07
15,NOORITA BINTI SUAL,,female,bumiputera,DAP,TIADA,,,,Ahli Dewan Negara,4336,2023-03-20,2026-03-19
12,NORLIZA BINTI ABDUL RAHIM,,female,bumiputera,BN - UMNO,TIADA,,,,,21062,2011-05-30,2014-05-29
14,NUING ANAK JELUING,,male,bumiputera,PBB,Sarawak,,,,Ahli Dewan Negara,21064,2017-12-11,2020-12-10
13,NUING JELUING,,male,bumiputera,BN - PBB,Sarawak,,,,,21064,2017-12-11,2020-12-10
15,NUR JAZLAN BIN TAN SRI MOHAMED,,male,bumiputera,UMNO,TIADA,,,,Timbalan Yang di-Pertua Dewan Negara,3524,2023-06-15,2026-06-14
13,ONG CHONG SWEN,,female,chinese,BN - MCA,TIADA,,,,,21069,2018-02-19,2021-02-18
12,PAU CHIONG UNG,,female,chinese,BN - SPDP,TIADA,,,,,21083,2010-12-13,2013-12-12
13,PAUL IGAI,,male,bumiputera,TIADA,TIADA,,,,,21084,2017-12-04,2020-12-03
14,PAUL IGAI,,male,bumiputera,PDP,TIADA,,,,Ahli Dewan Negara,21084,2017-12-04,2020-12-03
13,PAUL LOW SENG KUAN,,male,chinese,BN - MCA,TIADA,,,,,21085,2013-05-15,2016-05-14
15,PELE PETER TINGGOM,,male,bumiputera,PDP,TIADA,,,,Ahli Dwan Negara,21086,2024-03-05,2027-03-04
13,RABIYAH BINTI ALI,,female,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,21095,2016-12-07,2019-12-06
13,RAHEMAH BINTI IDRIS,,female,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,21098,2016-12-07,2019-12-06
13,RAHIMAH BINTI HAJI MAHAMAD,,female,bumiputera,BN - UMNO,TIADA,,,,,21099,2014-03-31,2017-03-30
14,RAIS YATIM,,male,bumiputera,BERSATU,TIADA,,,,Yang di-Pertua Dewan Negara,991,2020-06-16,2023-06-15
12,RAJA ROPIAAH BINTI RAJA ABDULLAH,,female,bumiputera,BN - UMNO,TIADA,,,,,21104,2012-04-09,2015-04-08
14,RAS ADIBA BINTI MOHD RADZI,,female,bumiputera,Wakil OKU,TIADA,,,,,21108,2020-05-20,2023-05-19
14,RAZALI BIN IDRIS,,male,bumiputera,BERSATU,TIADA,,,,Ahli Dewan Negara,21110,2018-08-27,2021-08-26
14,RITA SARIMAH ANAK PATRICK INSOL,,female,bumiputera,PRS,TIADA,,,,Ahli Dewan Negara,21117,2020-06-22,2023-06-21
15,RITA SARIMAH ANAK PATRICK INSOL,,female,bumiputera,PRS,TIADA,,,,Ahli Dewan Negara,21117,2020-06-22,2023-06-21
14,ROBERT LAU HUI YEW,,male,chinese,SUPP,TIADA,,,,,21119,2020-06-22,2023-06-21
15,ROBERT LAU HUI YEW,,male,chinese,SUPP,TIADA,,,,Ahli Dewan Negara,21119,2020-06-22,2023-06-21
15,RODERICK WONG SIEW LEAD,,male,chinese,DAP,TIADA,,,,Ahli Dewan Negara,21120,2023-03-20,2026-03-19
12,ROHANI BINTI ABDULLAH,,female,bumiputera,BN - UMNO,Terengganu,,,,,21123,2012-01-26,2015-01-25
14,ROS SURYATI BINTI ALANG,,female,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,21127,2022-09-26,2025-09-25
15,ROS SURYATI BINTI ALANG,,female,bumiputera,UMNO,TIADA,,,,Ahli Dewan Negara,21127,2022-09-26,2025-09-25
12,ROSLIN BINTI ABDUL RAHMAN,,female,bumiputera,BN - UMNO,Pahang,,,,,21129,2012-05-22,2015-05-21
15,ROSNI BINTI SOHAR,,female,bumiputera,UMNO,TIADA,,,,Ahli Dewan Negara,21131,2025-01-09,2028-01-08
12,S. BAGIAM A/P AYEM PERUMAL,,female,indian,BN - MIC,TIADA,,,,,21136,2011-08-22,2014-08-21
13,SA. VIGNESWARAN,,male,indian,BN - MIC,TIADA,,,,Yang di-Pertua Dewan Negara,21138,2014-06-23,2017-06-22
12,SAAT BIN HJ ABU,,male,bumiputera,BN - UMNO,Melaka,,,,,21150,2011-11-15,2014-11-14
15,SAIFUDDIN NASUTION BIN ISMAIL,,male,bumiputera,PKR,TIADA,,,Menteri Dalam Negeri,Menteri Dalam Negeri,2615,2022-12-03,2025-12-02
12,SAIFUL IZHAM BIN RAMLI,,male,bumiputera,PKR,Kedah,,,,,21153,2011-05-21,2014-05-20
15,SALEHUDDIN BIN SAIDIN,,male,bumiputera,PROFESIONAL,TIADA,,,,Ahli Dewan Negara,21156,2024-07-22,2027-07-21
13,SAMBANTHAN A/L MANICKAM,,male,indian,IPF,TIADA,,,,,21158,2017-09-25,2020-09-24
15,SARASWATHY A/P KANDASAMI,,female,indian,PKR,TIADA,,,Timbalan Menteri Perpaduan,Ahli Dewan Negara,21160,2022-12-10,2025-12-09
14,SERUANDI BIN SAAD,,male,bumiputera,UMNO,Perlis,,,,Ahli Dewan Negara,21162,2021-08-26,2024-08-25
14,SHAMSUDDIN BIN HJ. ABD GHAFFAR,,male,bumiputera,UMNO,Perak,,,,Ahli Dewan Negara,21170,2021-12-20,2024-12-19
15,SHAMSUDDIN BIN HJ. ABD GHAFFAR,,male,bumiputera,UMNO,Perak,,,,Ahli Dewan Negara,21170,2021-12-20,2024-12-19
13,SITI AISHAH BINTI SHAIK ISMAIL,,female,bumiputera,PKR,Pulau Pinang,,,,,21178,2015-06-02,2018-06-01
15,SIVARAJ A/L CHANDRAN,,male,indian,MIC,TIADA,,,,Ahli Dewan Negara,4128,2023-03-20,2026-03-19
13,SOPIAH BINTI SHARIF,,female,bumiputera,BN - UMNO,TIADA,,,,,21186,2017-07-17,2020-07-16
12,SUBRAMANIAM A/L VERUTHASALAM,,male,indian,BN - MIC,TIADA,,,,,21188,2011-08-22,2014-08-21
14,SUSAN CHEMERAI ANDING,,female,bumiputera,PBB,TIADA,,,,,21193,2020-06-22,2023-06-21
15,SUSAN CHEMERAI ANDING,,female,bumiputera,PBB,TIADA,,,,Ahli Dewan Negara,21193,2020-06-22,2023-06-21
12,SYED HUSIN ALI,,male,bumiputera,PKR,TIADA,,,,,21196,2012-12-17,2015-12-16
12,SYED IBRAHIM BIN KADER,,male,bumiputera,KIMMA,TIADA,,,,,21197,2011-05-30,2014-05-29
12,SYED SHAHIR BIN SYED MOHAMUD,,male,bumiputera,PKR,Pulau Pinang,,,,,21198,2012-06-01,2015-05-31
15,TENGKU ZAFRUL BIN TENGKU ABDUL AZIZ,,male,bumiputera,UMNO,TIADA,,,"Menteri Pelaburan, Perdagangan dan Industri","Menteri Pelaburan, Perdagangan dan Industri",21219,2020-03-09,2022-11-03
13,TEO ENG TEE @ TEO KOK CHEE,,male,chinese,BN - GERAKAN,TIADA,,,,,21220,2018-01-16,2021-01-15
14,TEO ENG TEE @ TEO KOK CHEE,,male,chinese,GERAKAN,TIADA,,,,Ahli Dewan Negara,21220,2018-01-16,2021-01-15
14,TI LIAN KER,,male,chinese,MCA,TIADA,,,Timbalan Menteri Belia dan Sukan,,21224,2018-08-10,2021-08-09
14,VELL PAARI A/L SAMY VELLU,,male,indian,MIC,TIADA,,,,,21229,2020-09-02,
15,VELL PAARI A/L TUN SAMY VELLU,,male,indian,MIC,TIADA,,,,Ahli Dewan Negara,21229,2020-09-02,2023-09-01
14,WAN MARTINA BINTI WAN YUSOFF,,female,bumiputera,PAS,Kelantan,,,,Ahli Dewan Negara,21241,2021-08-24,2024-08-23
15,WAN MARTINA BINTI WAN YUSOFF,,female,bumiputera,PAS,Kelantan,,,,Ahli Dewan Negara,21241,2021-08-24,2024-08-23
13,YAHAYA BIN MAT GHANI @ ABBAS,,male,bumiputera,BN - UMNO,TIADA,,,,,21263,2013-10-07,2016-10-06
13,YONG WUI CHUNG,,male,chinese,BN - LDP,TIADA,,,,,21265,2017-08-22,2020-08-21
12,YUNUS BIN HAJI KURUS,,male,bumiputera,BN - UMNO,TIADA,,,,,21268,2011-05-30,2014-05-29
13,ZAHARI BIN SARIP,,male,bumiputera,BN - UMNO,Johor,,,,,21272,2017-05-15,2020-05-14
13,ZAIEDI BIN HAJI SUHAILI,,male,bumiputera,BN - PBB,Sarawak,,,,,21277,2016-07-19,2019-07-18
12,ZAITUN BINTI MAT AMIN,,female,bumiputera,BN - UMNO,Terengganu,,,,,21280,2012-06-08,2015-06-07
15,ZAMBRY BIN ABDUL KADIR,,male,bumiputera,UMNO,TIADA,,,Menteri Pendidikan Tinggi,Ahli Dewan Negara,21283,2022-12-03,2025-12-02
15,ZULKIFLI BIN HASAN,,male,bumiputera,PROFESIONAL,TIADA,,,Timbalan Menteri Agama,Ahli Dewan Negara,21287,2023-12-12,2026-12-11
14,ZULKIFLI MOHAMAD AL-BAKRI,,male,bumiputera,TIADA,TIADA,,,,,21286,2020-03-09,
14,ZURAINAH BINTI MUSA,,female,bumiputera,BN - UMNO,TIADA,,,,Ahli Dewan Negara,21291,2021-12-22,2024-12-21
