author_id,vol,author,birth_year,sex,ethnicity,party,negeri,area,kod_kawasan,exec_posts,service_posts,start_date,end_date
20636,12,ABU ZAHAR UJANG,1944,male,bumiputera,BN - UMNO,,,,,Yang Dipertua Dewan Negara,2010-04-26,2013-04-25
20637,15,ABUN SUI ANYIT,,male,bumiputera,PKR,,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
20642,12,AHAMAT @ AHAMAD BIN YUSOP,,male,bumiputera,BN - UMNO,Johor,,,,,2008-07-15,2011-07-14
20642,12,AHAMAT @ AHAMAD BIN YUSOP,,male,bumiputera,BN - UMNO,Johor,,,,,2011-07-04,2014-07-03
20643,14,AHMAD AZAM BIN HAMZAH,,male,bumiputera,PKR,Negeri Sembilan,,,,Ahli Dewan Negara,2019-05-09,2022-05-08
20643,15,AHMAD AZAM BIN HAMZAH,,male,bumiputera,PKR,Negeri Sembilan,,,,Ahli Dewan Negara,2019-05-09,2022-05-08
20643,15,AHMAD AZAM BIN HAMZAH,,male,bumiputera,PKR,Negeri Sembilan,,,,Ahli Dewan Negara,2022-08-15,2025-08-14
20651,14,AHMAD MASRIZAL MUHAMMAD,,male,bumiputera,UMNO,,,,Timbalan Menteri Pengajian Tinggi,,2020-03-09,2023-03-08
20657,14,AHMAD BIN DATO' SRI HJ IBRAHIM,,male,bumiputera,PBB,Sarawak,,,,Ahli Dewan Negara,2022-07-22,2025-07-21
20657,15,AHMAD BIN DATO' SRI HJ IBRAHIM,,male,bumiputera,PBB,Sarawak,,,,Ahli Dewan Negara,2022-07-22,2025-07-21
20662,14,AJIS BIN SITIN,,male,bumiputera,UMNO,Pahang,,,,Ahli Dewan Negara,2021-08-25,2024-08-24
20663,14,AKNAN A/L EHTOOK,,male,other,BERSATU,,,,,Ahli Dewan Negara,2016-12-15,2019-12-14
20663,13,AKNAN A/L EHTOOK,,male,other,BEBAS,,,,,Ahli Dewan Negara - Wakil Masyarakat Siam,2016-12-15,2019-12-14
20670,15,AMIR HAMZAH AZIZAN,,male,bumiputera,BEBAS,,,,Menteri Kewangan Dua (2),Ahli Dewan Negara - Wakil PROFESIONAL,2023-12-12,2026-12-11
20671,15,AMIR BIN MD GHAZALI,,male,bumiputera,PKR,Pulau Pinang,,,,Ahli Dewan Negara,2023-03-07,2026-03-06
20674,13,ANANTHAN A/L SOMASUNDARAM,,male,indian,BN - MIC,Kedah,,,,,2017-08-15,2020-08-14
20676,15,ANIFAH BIN AMAN @ HANIFF AMMAN,,male,bumiputera,PCS,,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
20678,15,ANNA BELL @ SUZIEANA BINTI PERIAN,,female,bumiputera,GRS,,,,,Ahli Dewan Negara,2024-03-05,2027-03-04
20683,12,ARIFFIN BIN S.M. OMAR,,male,bumiputera,DAP,Pulau Pinang,,,,,2012-06-01,2015-05-31
20683,13,ARIFFIN BIN S.M. OMAR,,male,bumiputera,DAP,Pulau Pinang,,,,,2012-06-01,2015-05-31
20684,14,ARMAN AZHA BIN ABU HANIFAH,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2021-10-26,2024-10-25
20686,15,AWANG BEMEE BIN AWANG ALI BASAH,,male,bumiputera,PBB,,,,,Yang di-Pertua Dewan Negara,2024-07-15,2027-07-14
20687,15,AWANG BIN SARIYAN,,male,bumiputera,BEBAS,,,,,Ahli Dewan Negara - Wakil PROFESIONAL,2023-03-20,2026-03-19
20692,14,AZHAR BIN AHMAD,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2022-03-21,2025-03-20
20692,15,AZHAR BIN AHMAD,,male,bumiputera,UMNO,,,,,Ahli Dewan Negara,2022-03-21,2025-03-20
20693,14,AZIZ BIN ARIFFIN,,male,bumiputera,UMNO,Perlis,,,,Ahli Dewan Negara,2021-08-26,2024-08-25
20695,13,AZIZAH BINTI HAJI HARUN,,female,bumiputera,BN - UMNO,,,,,,2015-07-06,2018-07-05
20701,15,BAHARUDDIN BIN AHMAD,,male,bumiputera,PAS,Perlis,,,,Ahli Dewan Negara,2024-09-10,2027-09-09
20702,12,BAHARUDIN BIN HJ. ABU BAKAR,,male,bumiputera,BN - UMNO,,,,,,2011-09-06,2014-09-05
20705,14,BALASUBRAMANIAM A/L NACHIAPPAN,,male,indian,PAS,,,,,Ahli Dewan Negara,2020-06-16,2023-06-15
20706,13,BASHIR BIN HAJI ALIAS,,male,bumiputera,BN - UMNO,,,,,,2017-06-05,2020-06-04
20707,13,BATHMAVATHI KRISHNAN,,male,indian,BEBAS,,,,,Ahli Dewan Negara - Wakil OKU,2013-11-18,2016-11-17
20710,14,BOBBEY AH FANG BIN SUAN,,male,bumiputera,BERSATU,Sabah,,,,Ahli Dewan Negara,2021-01-05,2024-01-04
20710,15,BOBBEY AH FANG BIN SUAN,,male,bumiputera,GRS,Sabah,,,,Ahli Dewan Negara,2021-01-05,2024-01-04
20711,12,BOON SOM A/L INONG,,male,indian,BN - UMNO,,,,,,2010-12-15,2013-12-14
20719,13,CHAI KIM SEN,,male,chinese,BN - MCA,,,,,,2014-06-23,2017-06-22
20720,12,CHANDRA MOHAN A/L S. THAMBIRAJAH,,male,indian,DAP,,,,,,2012-12-17,2015-12-16
20720,13,CHANDRA MOHAN A/L S. THAMBIRAJAH,,male,indian,DAP,Selangor,,,,,2012-12-17,2015-12-16
20726,12,CHEW LEE GIOK,,female,chinese,BN - MCA,,,,,,2010-12-13,2013-12-12
20728,12,CHIEW LIAN KENG,,male,chinese,BN - MCA,,,,,,2011-11-02,2014-11-01
20729,12,CHIN SU PHIN,,male,chinese,BN - LDP,,,,,,2011-05-30,2014-05-29
20730,12,CHIW TIANG CHAI,,male,chinese,BN - PPP,,,,,,2011-08-22,2014-08-21
20742,12,DATUK ZAMANI BIN HJ. SULAIMAN,,male,bumiputera,,,,,,Setiausaha Dewan Negara,,
20743,12,DAYANG MADINAH BINTI TUN ABANG HAJI OPENG,,female,bumiputera,BN - PBB,Sarawak,,,,,2010-07-19,2013-07-18
20746,14,DOMINIC LAU HOE CHAI,,male,chinese,GERAKAN,,,,,Ahli Dewan Negara,2021-11-23,2024-11-22
20751,15,EDWARD LINGGU BUKUT,,male,bumiputera,STAR,Sabah,,,,Ahli Dewan Negara,2024-12-10,2027-12-09
20754,13,ENGKU NAIMAH BINTI ENGKU TAIB,,female,bumiputera,BN - UMNO,Terengganu,,,,,2015-11-06,2018-11-05
20761,13,FAHARIYAH BINTI HJ. MD NORDIN,,female,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2016-12-07,2019-12-06
20764,12,FIRDAUS BIN HAJI ABDULLAH,,male,bumiputera,BN - UMNO,,,,,,2012-01-26,2015-01-25
20768,12,FUZIAH BINTI SALLEH,1959,female,bumiputera,PKR,Pahang,Kuantan,P083,,,2008-03-08,2013-04-03
20768,13,FUZIAH BINTI SALLEH,1959,female,bumiputera,PKR,Pahang,Kuantan,P083,,,2013-05-05,2018-04-07
20768,14,FUZIAH BINTI SALLEH,1959,female,bumiputera,PH - PKR,Pahang,KUANTAN,P083,,,2018-05-09,2022-10-10
20768,15,FUZIAH BINTI SALLEH,1959,female,bumiputera,PKR,,,,Timbalan Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,Ahli Dewan Negara,2022-12-10,2025-12-09
20770,12,GAN PING SHOU @ GAN PING SIEU,,male,chinese,BN - MCA,,,,Timbalan Menteri Belia Dan Sukan,,2010-06-02,2013-06-01
20785,13,HANAFI BIN HAJI MAMAT,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2016-12-07,2019-12-06
20798,13,HOH KHAI MUN,,male,chinese,BN - MCA,Pahang,,,,,2015-05-29,2018-05-28
20801,14,HUSAIN BIN AWANG,,male,bumiputera,PAS,Terengganu,,,,Ahli Dewan Negara,2018-07-17,2021-07-16
20802,15,HUSSIN BIN ISMAIL,,male,bumiputera,PAS,Terengganu,,,,Ahli Dewan Negara,2023-03-15,2026-03-14
20806,13,IBRAHIM SHAH BIN ABU SHAH,,male,bumiputera,BN - UMNO,,,,,,2014-11-03,2017-11-02
20809,12,IDRIS JALA,1958,male,bumiputera,BEBAS,,,,Menteri di Jabatan Perdana Menteri,Ahli Dewan Negara,2012-09-03,2015-09-02
20814,13,ISA BIN AB. HAMID,,male,bumiputera,BEBAS,,,,,Ahli Dewan Negara - Wakil Masyarakat Orang Asli,2016-04-18,2019-04-17
20815,15,ISAIAH A/L D.JACOB,,male,indian,PKR,,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
20832,12,JAMILAH @ HALIMAH BINTI SULAIMAN,,female,bumiputera,BN - PBS,,,,,,2012-11-07,2015-11-06
20832,13,JAMILAH @ HALIMAH BINTI SULAIMAN,,female,bumiputera,BN - PBS,,,,,,2012-11-07,2015-11-06
20833,12,JASPAL SINGH A/L GURBAKHES SINGH,,male,indian,BN - MIC,,,,,,2011-11-02,2014-11-01
20834,14,JAZIRI ALKAF ABDILLAH SUFFIAN,,male,bumiputera,BERSATU,,,,,Ahli Dewan Negara,2020-12-21,2023-12-20
20836,14,JEFRIDIN BIN ATAN,,male,bumiputera,UMNO,Johor,,,,Ahli Dewan Negara,2020-09-13,2023-09-12
20840,12,JOHARI BIN MAT,,male,bumiputera,PAS,Kelantan,,,,,2011-07-07,2014-07-06
20841,13,JOHN AMBROSE,,male,bumiputera,BN - UMNO,,,,,,2018-01-16,2021-01-15
20841,14,JOHN AMBROSE,,male,bumiputera,BERSATU,,,,,Ahli Dewan Negara,2018-01-16,2021-01-15
20847,14,JUDIET BINTI FIDILIS @ NORAINI BINTI IDRIS,,female,bumiputera,BN - UMNO,Sabah,,,,Ahli Dewan Negara,2021-12-10,2024-12-09
20848,14,JUHANIS BINTI ABD AZIZ,,female,bumiputera,UMNO,Pahang,,,,Ahli Dewan Negara,2021-08-25,2024-08-24
20856,12,KADZIM BIN M.YAHYA,,male,bumiputera,BN - UMNO,Sabah,,,,,2011-12-22,2014-12-21
20864,14,KESAVADAS A/L A. ACHYUTHAN NAIR,,male,indian,DAP,Negeri Sembilan,,,,Ahli Dewan Negara,2019-03-20,2022-03-19
20864,15,KESAVADAS A/L A. ACHYUTHAN NAIR,,male,indian,DAP,Negeri Sembilan,,,,Ahli Dewan Negara,2019-03-20,2022-03-19
20865,12,KHAIRIAH BINTI MOHAMED,,female,bumiputera,PAS,Kelantan,,,,,2012-06-30,2015-06-29
20865,13,KHAIRIAH BINTI MOHAMED,,female,bumiputera,PAS,Kelantan,,,,,2012-06-30,2015-06-29
20867,13,KHAIRUDIN BIN E.S. ABD SAMAD,,male,bumiputera,BN - UMNO,,,,,,2013-10-07,2016-10-06
20868,13,KHAIRUL AZWAN BIN HARUN,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2016-12-07,2019-12-06
20875,13,KOH NAI KWONG,1961,male,chinese,BN - MCA,Melaka,Alor Gajah,P135,,,2013-05-05,2018-04-07
20875,14,KOH NAI KWONG,1961,male,chinese,MCA,Melaka,,,,Ahli Dewan Negara,2018-05-09,2022-10-10
20875,14,KOH NAI KWONG,1961,male,chinese,MCA,Melaka,,,,Ahli Dewan Negara,2020-12-10,2023-12-09
20875,15,KOH NAI KWONG,1961,male,chinese,MCA,Melaka,,,,Ahli Dewan Negara,2020-12-10,2023-12-09
20876,12,KOH TSU KOON,,male,chinese,BN - GERAKAN,,,,Menteri di Jabatan Perdana Menteri,,2012-04-09,2015-04-08
20887,13,LEE TIAN SING,,male,chinese,BN - MCA,Melaka,,,,,2017-11-29,2020-11-28
20891,12,LIHAN JOK,,male,chinese,BN - PBB,Sarawak,,,,,2011-12-07,2014-12-06
20897,12,LIM NGET YOON,,male,chinese,BN - MCA,Pahang,,,,,2012-05-22,2015-05-21
20898,13,LIM PAY HEN,,male,chinese,BN - MCA,Johor,,,,,2017-12-04,2020-12-03
20898,14,LIM PAY HEN,,male,chinese,MCA,Johor,,,,Ahli Dewan Negara,2017-12-04,2020-12-03
20898,15,LIM PAY HEN,,male,chinese,MCA,Johor,,,,Ahli Dewan Negara,2017-12-04,2020-12-03
20900,15,LINGESHWARAN A/L DATO' SERI R. ARUNASALAM,,male,indian,DAP,Pulau Pinang,,,,Ahli Dewan Negara,2023-03-07,2026-03-06
20905,15,LOW KIAN CHUAN,,male,chinese,BEBAS,,,,,Ahli Dewan Negara - Wakil PROFESIONAL,2023-03-20,2026-03-19
20906,12,LUCAS BIN UMBUL,,male,bumiputera,BN - UPKO,Sabah,,,,,2012-12-10,2015-12-09
20906,13,LUCAS BIN UMBUL,,male,bumiputera,BN - UPKO,Sabah,,,,,2012-12-10,2015-12-09
20930,12,MAGLIN A/L DENNIS D'CRUZ,,male,indian,BN - PPP,,,,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,2010-06-02,2013-06-01
20939,15,MANOLAN BIN MOHAMAD,,male,bumiputera,PKR,,,,,Ahli Dewan Negara,2018-08-27,2021-08-26
20942,12,MARIANY BINTI MOHAMMAD YIT,,female,bumiputera,BN - UMNO,,,,,,2010-12-15,2013-12-14
20945,12,MASHITAH BINTI IBRAHIM,,female,bumiputera,BN - UMNO,,,,Timbalan Menteri di Jabatan Perdana Menteri,,2011-03-18,2014-03-17
20951,12,MAZNAH BINTI MAZLAN,,female,bumiputera,BN - UMNO,,,,Timbalan Menteri Sumber Manusia,,2011-04-18,2014-04-17
20952,14,MD NASIR BIN HASHIM,,male,bumiputera,BERSATU,,,,,Ahli Dewan Negara,2018-08-27,2021-08-26
20954,13,MEGAT ZULKARNAIN BIN TAN SRI DATUK WIRA HAJI OMARDIN,,male,bumiputera,BN - UMNO,,,,,,2013-10-07,2016-10-06
20955,15,MICHAEL MUJAH LIHAN,,male,bumiputera,PBB,Sarawak,,,,Ahli Dewan Negara,2023-12-11,2026-12-10
20958,14,MOHAMAD ALI BIN HAJI MOHAMAD,,male,bumiputera,UMNO,Melaka,,,,Timbalan Yang di-Pertua Dewan Negara,2020-05-11,2023-05-10
20959,14,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2022-04-25,2025-04-24
20959,15,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera,UMNO,,,,,Ahli Dewan Negara,2022-04-25,2025-04-24
20966,14,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera,BN - MIC,,,,,Ahli Dewan Negara,2022-09-26,2025-09-25
20966,15,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera,MIC,,,,,Ahli Dewan Negara,2022-09-26,2025-09-25
20973,13,MOHAN A/L THANGARASU,,male,bumiputera,BN - MIC,,,,,,2017-11-16,2020-11-15
20975,14,MOHD APANDI BIN MOHAMAD,,male,bumiputera,PAS,Kelantan,,,,Ahli Dewan Negara,2020-07-08,2023-07-07
20980,15,MOHD HASBIE BIN MUDA,,male,bumiputera,PH - AMANAH,,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
20984,14,MOHD HISAMUDIN BIN YAHAYA,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2021-10-04,2024-10-03
20991,12,MOHD KHALID BIN AHMAD,,male,bumiputera,BN - UMNO,Perlis,,,,,2012-04-25,2015-04-24
20993,15,MOHD NA'IM BIN MOKHTAR,1967,male,bumiputera,BEBAS,,,,Menteri Agama,Ahli Dewan Negara - Wakil PROFESIONAL,2022-12-03,2025-12-02
20999,13,MOHD NOR BIN HAJI MONUTTY,,male,bumiputera,PKR,Selangor,,,,,2015-12-17,2018-12-16
21012,12,MUHAMAD YUSOF BIN HUSIN,,male,bumiputera,PAS,Kedah,,,,,2011-05-21,2014-05-20
21013,13,MUHAMAD BIN MUSTAFA,,male,bumiputera,PAS,Kelantan,,,,,2017-07-08,2020-07-07
21018,12,MUHAMMAD OLIAN BIN ABDULLAH,,male,bumiputera,BN - UMNO,,,,,,2012-12-10,2015-12-09
21019,14,MUHAMMAD ZAHID BIN MD ARIP,,male,bumiputera,BERSATU,,,,,Ahli Dewan Negara,2020-06-16,2023-06-15
21023,15,MUJAHID BIN YUSOF,,male,bumiputera,PH - AMANAH,Perak,,,,Ahli Dewan Negara,2023-05-25,2026-05-24
21026,15,MUSODDAK BIN AHMAD,,male,bumiputera,PAS,Kedah,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
21027,15,MUSTAFA BIN MUSA,,male,bumiputera,UMNO,Melaka,,,,Ahli Dewan Negara,2023-07-31,2026-07-30
21028,13,MUSTAPA KAMAL BIN MOHD YUSOFF,,male,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2016-12-07,2019-12-06
21038,12,NALLAKARUPPAN A/L SOLAIMALAI,,male,indian,MIUP,,,,,,2011-11-02,2014-11-01
21043,15,NELSON W ANGANG,,male,bumiputera,UPKO,,,,,Ahli Dewan Negara,2024-05-16,2027-05-15
21044,14,NELSON A/L RENGANATHAN,,male,indian,BN - MIC,,,,,Ahli Dewan Negara,2021-11-23,2024-11-22
21045,13,NG CHIANG CHIN,,male,chinese,BN - GERAKAN,,,,,,2014-09-10,2017-09-09
21062,12,NORLIZA BINTI ABDUL RAHIM,,female,bumiputera,BN - UMNO,,,,,,2011-05-30,2014-05-29
21064,13,NUING ANAK JELUING,,male,bumiputera,BN - PBB,Sarawak,,,,,2017-12-11,2020-12-10
21064,14,NUING ANAK JELUING,,male,bumiputera,PBB,Sarawak,,,,Ahli Dewan Negara,2017-12-11,2020-12-10
21069,13,ONG CHONG SWEN,,female,chinese,BN - MCA,,,,,,2018-02-19,2021-02-18
21083,12,PAU CHIONG UNG,,female,chinese,BN - SPDP,,,,,,2010-12-13,2013-12-12
21084,13,PAUL IGAI,1957,male,bumiputera,BN - PDP,,,,,Ahli Dewan Negara,2017-12-04,2020-12-03
21084,14,PAUL IGAI,1957,male,bumiputera,PDP,,,,,Ahli Dewan Negara,2020-12-16,2023-12-15
21085,13,PAUL LOW SENG KUAN,,male,chinese,BN - MCA,,,,,,2013-05-15,2016-05-14
21086,15,PELE PETER TINGGOM,,male,bumiputera,PDP,,,,,Ahli Dewan Negara,2024-03-05,2027-03-04
21095,13,RABIYAH BINTI ALI,,female,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2016-12-07,2019-12-06
21098,13,RAHEMAH BINTI IDRIS,,female,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2016-12-07,2019-12-06
21099,13,RAHIMAH BINTI HAJI MAHAMAD,,female,bumiputera,BN - UMNO,,,,,,2014-03-31,2017-03-30
21104,12,RAJA ROPIAAH BINTI RAJA ABDULLAH,,female,bumiputera,BN - UMNO,,,,,,2012-04-09,2015-04-08
21108,14,RAS ADIBA BINTI MOHD RADZI,,female,bumiputera,BEBAS,,,,,Ahli Dewan Negara - Wakil OKU,2020-05-20,2023-05-19
21110,14,RAZALI BIN IDRIS,,male,bumiputera,BERSATU,,,,,Ahli Dewan Negara,2018-08-27,2021-08-26
21117,14,RITA SARIMAH ANAK PATRICK INSOL,,female,bumiputera,PRS,,,,,Ahli Dewan Negara,2020-06-22,2023-06-21
21117,15,RITA SARIMAH ANAK PATRICK INSOL,,female,bumiputera,PRS,,,,,Ahli Dewan Negara,2020-06-22,2023-06-21
21119,14,ROBERT LAU HUI YEW,,male,chinese,SUPP,,,,,Ahli Dewan Negara,2020-06-22,2023-06-21
21119,15,ROBERT LAU HUI YEW,,male,chinese,SUPP,,,,,Ahli Dewan Negara,2020-06-22,2023-06-21
21120,15,RODERICK WONG SIEW LEAD,,male,chinese,DAP,,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
21123,12,ROHANI BINTI ABDULLAH,,female,bumiputera,BN - UMNO,Terengganu,,,,,2012-01-26,2015-01-25
21127,14,ROS SURYATI BINTI ALANG,,female,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2022-09-26,2025-09-25
21127,15,ROS SURYATI BINTI ALANG,,female,bumiputera,UMNO,,,,,Ahli Dewan Negara,2022-09-26,2025-09-25
21129,12,ROSLIN BINTI ABDUL RAHMAN,,female,bumiputera,BN - UMNO,Pahang,,,,,2012-05-22,2015-05-21
21131,15,ROSNI BINTI SOHAR,,female,bumiputera,UMNO,,,,,Ahli Dewan Negara,2025-01-09,2028-01-08
21136,12,S. BAGIAM A/P AYEM PERUMAL,,female,indian,BN - MIC,,,,,,2011-08-22,2014-08-21
21138,13,SA. VIGNESWARAN,,male,indian,BN - MIC,,,,,Yang di-Pertua Dewan Negara,2014-06-23,2017-06-22
21150,12,SAAT BIN HJ ABU,,male,bumiputera,BN - UMNO,Melaka,,,,,2011-11-15,2014-11-14
21153,12,SAIFUL IZHAM BIN RAMLI,,male,bumiputera,PKR,Kedah,,,,,2011-05-21,2014-05-20
21156,15,SALEHUDDIN BIN SAIDIN,,male,bumiputera,BEBAS,,,,,Ahli Dewan Negara - Wakil PROFESIONAL,2024-07-22,2027-07-21
21158,13,SAMBANTHAN A/L MANICKAM,,male,indian,IPF,,,,,,2017-09-25,2020-09-24
21160,15,SARASWATHY A/P KANDASAMI,,female,indian,PKR,,,,Timbalan Menteri Perpaduan,Ahli Dewan Negara,2022-12-10,2025-12-09
21162,14,SERUANDI BIN SAAD,,male,bumiputera,UMNO,Perlis,,,,Ahli Dewan Negara,2021-08-26,2024-08-25
21170,14,SHAMSUDDIN BIN HJ. ABD GHAFFAR,,male,bumiputera,UMNO,Perak,,,,Ahli Dewan Negara,2021-12-20,2024-12-19
21170,15,SHAMSUDDIN BIN HJ. ABD GHAFFAR,,male,bumiputera,UMNO,Perak,,,,Ahli Dewan Negara,2021-12-20,2024-12-19
21178,13,SITI AISHAH BINTI SHAIK ISMAIL,,female,bumiputera,PKR,Pulau Pinang,,,,,2015-06-02,2018-06-01
21186,13,SOPIAH BINTI SHARIF,,female,bumiputera,BN - UMNO,,,,,,2017-07-17,2020-07-16
21188,12,SUBRAMANIAM A/L VERUTHASALAM,,male,indian,BN - MIC,,,,,,2011-08-22,2014-08-21
21193,14,SUSAN CHEMERAI ANDING,,female,bumiputera,PBB,,,,,Ahli Dewan Negara,2020-06-22,2023-06-21
21193,15,SUSAN CHEMERAI ANDING,,female,bumiputera,PBB,,,,,Ahli Dewan Negara,2020-06-22,2023-06-21
21196,12,SYED HUSIN ALI,,male,bumiputera,PKR,,,,,,2012-12-17,2015-12-16
21197,12,SYED IBRAHIM BIN KADER,,male,bumiputera,KIMMA,,,,,,2011-05-30,2014-05-29
21198,12,SYED SHAHIR BIN SYED MOHAMUD,,male,bumiputera,PKR,Pulau Pinang,,,,,2012-06-01,2015-05-31
21219,15,TENGKU ZAFRUL BIN TENGKU ABDUL AZIZ,,male,bumiputera,UMNO,,,,"Menteri Pelaburan, Perdagangan dan Industri",Ahli Dewan Negara,2020-03-09,2022-11-03
21220,13,TEO ENG TEE @ TEO KOK CHEE,,male,chinese,BN - GERAKAN,,,,,,2018-01-16,2021-01-15
21220,14,TEO ENG TEE @ TEO KOK CHEE,,male,chinese,GERAKAN,,,,,Ahli Dewan Negara,2018-01-16,2021-01-15
21224,14,TI LIAN KER,,male,chinese,MCA,,,,Timbalan Menteri Belia dan Sukan,,2018-08-10,2021-08-09
21229,14,VELL PAARI A/L TUN SAMY VELLU,,male,indian,MIC,,,,,Ahli Dewan Negara,2020-09-02,2023-01-09
21229,15,VELL PAARI A/L TUN SAMY VELLU,,male,indian,MIC,,,,,Ahli Dewan Negara,2020-09-02,2023-09-01
21241,14,WAN MARTINA BINTI WAN YUSOFF,,female,bumiputera,PAS,Kelantan,,,,Ahli Dewan Negara,2021-08-24,2024-08-23
21241,15,WAN MARTINA BINTI WAN YUSOFF,,female,bumiputera,PAS,Kelantan,,,,Ahli Dewan Negara,2021-08-24,2024-08-23
21263,13,YAHAYA BIN MAT GHANI @ ABBAS,,male,bumiputera,BN - UMNO,,,,,,2013-10-07,2016-10-06
21265,13,YONG WUI CHUNG,,male,chinese,BN - LDP,,,,,,2017-08-22,2020-08-21
21268,12,YUNUS BIN HAJI KURUS,,male,bumiputera,BN - UMNO,,,,,,2011-05-30,2014-05-29
21272,13,ZAHARI BIN SARIP,,male,bumiputera,BN - UMNO,Johor,,,,,2017-05-15,2020-05-14
21277,13,ZAIEDI BIN HAJI SUHAILI,,male,bumiputera,BN - PBB,Sarawak,,,,,2016-07-19,2019-07-18
21280,12,ZAITUN BINTI MAT AMIN,,female,bumiputera,BN - UMNO,Terengganu,,,,,2012-06-08,2015-06-07
21283,15,ZAMBRY BIN ABDUL KADIR,,male,bumiputera,UMNO,,,,Menteri Pendidikan Tinggi,Ahli Dewan Negara,2022-12-03,2025-12-02
21286,14,ZULKIFLI MOHAMAD AL-BAKRI,,male,bumiputera,BEBAS,,,,,Ahli Dewan Negara,2020-03-09,2023-03-08
21287,15,ZULKIFLI BIN HASAN,,male,bumiputera,BEBAS,,,,Timbalan Menteri Agama,Ahli Dewan Negara - Wakil PROFESIONAL,2023-12-12,2026-12-11
21291,14,ZURAINAH BINTI MUSA,,female,bumiputera,BN - UMNO,,,,,Ahli Dewan Negara,2021-12-22,2024-12-21
9999990,12,MOHAMMAD NIZAR BIN JAMALUDDIN,1960,male,bumiputera,PAS,Perak,Bukit Gantang,P059,,,2009-04-07,2013-04-03
9999991,12,PANDIKAR AMIN HAJI MULIA,1955,male,bumiputera,,,,,,YANG DIPERTUA DEWAN RAKYAT,2008-03-08,2013-04-03
9999991,13,PANDIKAR AMIN HAJI MULIA,1955,male,bumiputera,,,,,,Yang Dipertua Dewan Rakyat,2013-05-05,2018-04-07
9999992,12,ROOSME HAMZAH,,female,bumiputera,,,,,,Setiausaha Dewan Rakyat,2008-03-08,2013-04-03
9999992,13,ROOSME HAMZAH,,female,bumiputera,,,,,,Setiausaha Dewan Rakyat,2013-05-05,2018-04-07
9999993,14,NIZAM MYDIN BIN BACHA MYDIN,1975,male,bumiputera,,,,,,Setiausaha Dewan Rakyat,2018-05-09,2022-10-10
9999993,15,NIZAM MYDIN BIN BACHA MYDIN,1975,male,bumiputera,,,,,,Setiausaha Dewan Rakyat,2022-11-19,
9999995,14,AZHAR AZIZAN HARUN,1962,male,bumiputera,,,,,,Yang di-Pertua Dewan Rakyat,2018-05-09,2022-10-10
10000000,12,MOHD ABDUL WAHID BIN HAJI ENDUT,1950,male,bumiputera,PAS,Terengganu,Kuala Terengganu,P036,,,2009-01-17,2013-04-03
10000001,15,AZAHAR BIN HASAN,1970,male,bumiputera,BERSATU,Perlis,,,,Ahli Dewan Negara,2024-09-10,2027-09-09
10000002,13,AZMAN BIN ISMAIL,1961,male,bumiputera,PKR,Kedah,Kuala Kedah,P010,,,2013-05-05,2018-04-07
10000002,14,AZMAN BIN ISMAIL,1961,male,bumiputera,PH - PKR,Kedah,KUALA KEDAH,P010,,,2018-05-09,2022-10-10
10000003,13,RIDUAN BIN RAHMAT,,male,bumiputera,,,,,,Setiausaha Dewan Negara,,
10000004,13,MOHD SUHAIMI BIN ABDULLAH,1980,male,bumiputera,BN - UMNO,Kedah,,,,,2014-05-21,2017-05-20
